StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,PID,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,ProtectYourself,AmazonHP,email_IRS,web_IRS,apple,amazon_Product,email_mcafee,GetProtected,Employment,TotalIncome,Race,Education,Age_1,Gender,RedCross,SSA_HP,mySSA,AmazonDeliveryDelay,FB_SSA,ssa_optout,replacementCard,WalmartProduct,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,surveyArm,PROLIFIC_PID
4/19/2022 23:48,4/19/2022 23:52,100,264,TRUE,4/19/2022 23:52,R_UgXXXMgJEIynsf7,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Macintosh,1440x900,61005b3c7af0b2a75be8a8d3,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Once a month,,,,,,,,,"Not employed, looking for work","$40,000 - $59,999",Hispanic,Some college but no degree,19,Female,Real,Real,Scam,Real,Real,Real,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,61005b3c7af0b2a75be8a8d3
4/19/2022 23:22,4/19/2022 23:53,100,1812,TRUE,4/19/2022 23:53,R_2DY6ZHDhJHuo2fy,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1676x944,5cfe7ae388db350019929922,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Once a week,Real,Real,Scam,Real,Scam,Scam,Real,Scam,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Some college but no degree,32,Female,Scam,Real,Scam,Real,Real,Scam,Real,Real,Someone selling fraudulent goods or services,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm4_interactive,5cfe7ae388db350019929922
4/19/2022 23:45,4/19/2022 23:53,100,476,TRUE,4/19/2022 23:53,R_s6ggWMyiwiDyZXz,,,,,anonymous,EN,Yes,Safari,15.3,Macintosh,834x1112,610dfc3e4c13a02beb56e8c4,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,A few times a year,,,,,,,,,"Employed, working 30 or more hours per week","$100,000 - $149,999",Hispanic,Bachelor degree,,Female,Real,Real,Scam,Real,Scam,Real,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm3_tips,610dfc3e4c13a02beb56e8c4
4/19/2022 23:39,4/19/2022 23:54,100,879,TRUE,4/19/2022 23:54,R_3oH40BWJXGBYmkn,,,,,anonymous,EN,Yes,Chrome,100.0.4896.75,Windows NT 10.0,1366x768,5dceeba4144b510411fb4566,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Agree,Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,36,Female,Real,Real,Scam,Real,Real,Real,Real,Real,"Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,5dceeba4144b510411fb4566
4/19/2022 23:44,4/19/2022 23:54,100,614,TRUE,4/19/2022 23:54,R_AgjpfQsnhZBCdkR,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1920x1080,5de55783e520274db68ca01c,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,34,Male,Scam,Real,Real,Real,Scam,Real,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Some of the time,Often,"Yes, use the responses.",arm1_control,5de55783e520274db68ca01c
4/19/2022 23:49,4/19/2022 23:56,100,431,TRUE,4/19/2022 23:56,R_3nxyvyJqSihgZrD,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,1920x1080,60fdd91a1ede7111c86df9f0,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Once a week,,,,,,,,,"Not employed, NOT looking for work","$20,000 - $39,999",Asian American or Asian,Graduate or professional degree,25,Female,Real,Real,Real,Real,Real,Real,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Not Sure,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,60fdd91a1ede7111c86df9f0
4/19/2022 23:46,4/19/2022 23:57,100,625,TRUE,4/19/2022 23:57,R_eVCTI7XkQdqepeF,,,,,anonymous,EN,Yes,Edge,100.0.1185.44,Windows NT 10.0,1280x854,611f0670441b5d32f13f895f,Very little,Angry,Never,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,Real,Real,Scam,Real,Real,Real,Real,Scam,"Not employed, looking for work","$20,000 - $39,999",Hispanic,"High school degree or equivalent (e.g., GED)",26,Female,Real,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm4_interactive,611f0670441b5d32f13f895f
4/19/2022 23:46,4/19/2022 23:57,100,675,TRUE,4/19/2022 23:57,R_1meIBYXkn7fkPVD,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,5dc1eb838a84461511b3cd73,None at all,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Once a month,,,,,,,,,"Not employed, looking for work","$0 - $19,999",I prefer not to say,Some college but no degree,29,Female,Real,Real,Scam,Real,Scam,Scam,Scam,Real,Someone claiming to be from another government agency (but wasn't),No,,No,No,Some of the time,Often,Some of the time,"Yes, use the responses.",arm1_control,5dc1eb838a84461511b3cd73
4/19/2022 23:48,4/19/2022 23:57,100,578,TRUE,4/19/2022 23:57,R_3qyPWZYl33EzNQQ,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1920x1080,60ffb8b36deb18ef01dc85cc,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,35,Female,Real,Real,Scam,Real,Scam,Real,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,60ffb8b36deb18ef01dc85cc
4/19/2022 23:43,4/20/2022 0:00,100,995,TRUE,4/20/2022 0:00,R_3HZGaJaugq3TH9p,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Macintosh,1440x900,60fcdd362d1a5e0d012b91f0,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Bachelor degree,22,Female,Real,Real,Scam,Real,Real,Scam,Scam,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Often,"Yes, use the responses.",arm2_generalinfo,60fcdd362d1a5e0d012b91f0
4/19/2022 23:47,4/20/2022 0:02,100,928,TRUE,4/20/2022 0:02,R_3mlQjrS1pgm9kRJ,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,2560x1440,614e7196ef4fbb72f9a5223c,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Agree,Agree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Once a week,Real,Real,Scam,Real,Real,Scam,Scam,Real,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,73,Male,Scam,Real,Scam,Real,Real,Scam,Real,Real,Someone selling fraudulent goods or services,No,,Yes,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",arm4_interactive,614e7196ef4fbb72f9a5223c
4/19/2022 23:52,4/20/2022 0:02,100,617,TRUE,4/20/2022 0:02,R_3prTI34mLmV59vt,,,,,anonymous,EN,Yes,Chrome,100.0.4896.75,Linux x86_64,1920x1080,6034badeb512f97ce3682dc7,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Strongly Agree,Once a week,,,,,,,,,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,46,Male,Scam,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,6034badeb512f97ce3682dc7
4/19/2022 23:52,4/20/2022 0:03,100,638,TRUE,4/20/2022 0:03,R_2ePZ7FcORtoZ4QO,,,,,anonymous,EN,Yes,Chrome,99.0.4844.94,CrOS aarch64 14469.59.0,1200x800,62349946421d9fb1f56b302a,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,A few times a week / Daily,,,,,,,,,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,47,Male,Scam,Real,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",arm1_control,62349946421d9fb1f56b302a
4/19/2022 23:49,4/20/2022 0:04,100,895,TRUE,4/20/2022 0:04,R_23VMPenEPn9qsZY,,,,,anonymous,EN,Yes,Chrome,97.0.4692.99,Macintosh,1440x900,6110ac49fa97e0c2c87223a2,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Disagree,Once a month,,,,,,,,,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Some college but no degree,19,Female,Real,Scam,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm2_generalinfo,6110ac49fa97e0c2c87223a2
4/19/2022 23:51,4/20/2022 0:04,100,781,TRUE,4/20/2022 0:04,R_9LkdTjZxhgGdNIt,,,,,anonymous,EN,Yes,Edge,100.0.1185.44,Windows NT 10.0,1280x720,5d134be5269dd500012b15fd,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Agree,Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Once a month,Scam,Real,Scam,Real,Real,Scam,Scam,Real,"Not employed, NOT looking for work","$0 - $19,999",African American or African (Non-Hispanic),Some college but no degree,29,Male,Real,Real,Real,Real,Real,Real,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Often,"Yes, use the responses.",arm4_interactive,5d134be5269dd500012b15fd
4/19/2022 23:57,4/20/2022 0:05,100,469,TRUE,4/20/2022 0:05,R_2bHs6Wr2gNhPLeT,,,,,anonymous,EN,Yes,Safari,15.2,Macintosh,1440x900,60fceb63bd7ca52152c7362c,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,A few times a year,,,,,,,,,"Not employed, NOT looking for work","$0 - $19,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",21,Female,Real,Real,Scam,Real,Real,Scam,Real,Real,Someone claiming to be from another government agency (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,60fceb63bd7ca52152c7362c
4/20/2022 0:02,4/20/2022 0:05,100,212,TRUE,4/20/2022 0:05,R_31EIRSHrGpV2ZBP,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,2560x1440,5b9845dfae52a00001482c02,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,A few times a week / Daily,,,,,,,,,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,36,Male,Scam,Real,Scam,Real,Scam,Scam,Scam,Real,Someone claiming to be from the IRS (but wasn't),No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm1_control,5b9845dfae52a00001482c02
4/19/2022 23:39,4/20/2022 0:05,100,1552,TRUE,4/20/2022 0:05,R_297mHcYp3WEQsBT,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1366x768,5b2669ae0ec82d0001d20b40,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,A few times a year,,,,,,,,,"Employed, working 1-29 hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Associate degree,74,Female,Scam,Real,Real,Real,Scam,Real,Scam,Real,Someone claiming to be from the IRS (but wasn't),No,,Yes,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",arm3_tips,5b2669ae0ec82d0001d20b40
4/19/2022 23:42,4/20/2022 0:05,100,1420,TRUE,4/20/2022 0:05,R_1jN9cilVdU3X0kX,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1280x720,5e0f443e8205266652153f5e,None at all,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,A few times a week / Daily,,,,,,,,,"Not employed, looking for work","$80,000 - $99,999",I prefer not to say,Bachelor degree,27,Female,Scam,Real,Scam,Real,Scam,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",arm3_tips,5e0f443e8205266652153f5e
4/19/2022 23:39,4/20/2022 0:06,100,1585,TRUE,4/20/2022 0:06,R_brdTkhnV99EfiU1,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1120x840,5c19fd69e567460001839e98,Some,Basically content,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,Real,Real,Scam,Real,Scam,Real,Scam,Scam,"Employed, working 1-29 hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,64,Female,Scam,Real,Scam,Real,Scam,Scam,Scam,Scam,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,125,Yes,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",arm4_interactive,5c19fd69e567460001839e98
