,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,fraudExperience_SSA,fraudExperience_Govt,fraudExperience_Biz,fraudExperience_YN,fraudLoss_YN,fraudLoss_Amount,reportFraud_YN,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_medicareReview,Correct_benefitsSuspension,droppedFinalQuestion,percentCorrect,percentCorrect_Email,percentCorrect_Web,percentCorrect_Letter,percentCorrect_Govt,percentCorrect_Biz,percentCorrect_IsScam,percentCorrect_IsReal,percentIncorrect_ActuallyScam,percentIncorrect_ActuallyReal,RevealedTrust
3138,2022-09-12 09:02:00,9/12/2022 9:07,IP Address,100,330,True,9/12/2022 9:07,R_2aD2thdPkThM0WZ,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 8.1.0,412x732,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Strongly Disagree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,A few times a year,B809134,arm3_tips,,B809134,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:07,9/12/2022 9:08,IP Address,100.0,78.0,True,9/12/2022 9:08,R_2Y4mhfVzhrh2oLl,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",44.0,Female,True,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 9:13,9/12/2022 9:15,IP Address,100.0,121.0,True,9/12/2022 9:15,R_1r2DqENDyUD8KpE,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,199.99,Yes,No,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,3,3.0,3.0,0.0,Keep,False,False,7,True,50.0,W,E,12.0,44.0,1.0,1936.0,3.912023005428146,False,False,True,True,True,199.0,1.0,0.20833333333333331,4.9,4.25,3.0,2.6666666666666665,5,1,4,1,4,2,2,1,0,2,3,1,1,0,2,2,8,0,True,True,False,False,False,True,True,False,False,True,False,50.0,50.0,50.0,50.0,33.33333333333333,75.0,80.0,20.0,20.0,80.0,
3134,2022-09-12 09:03:00,9/12/2022 9:06,IP Address,100,188,True,9/12/2022 9:06,R_22M1td8yBnfqAjX,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,412x869,Some,Basically content,Most of the time,Government should do more to solve problems.,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a month,B159365,arm4_interactive,,B159365,4,1,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,Details,True,True,9/12/2022 9:10,9/12/2022 9:10,IP Address,100.0,37.0,True,9/12/2022 9:10,R_24jWeVi4Qb9BSQP,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,35.0,Female,True,Real,,,Real,Click,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,Details,Scam,,,Scam,,,True,True,9/12/2022 9:13,9/12/2022 9:14,IP Address,100.0,75.0,True,9/12/2022 9:14,R_1qe8mPV94oKt1Fo,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",Yes,800,Yes,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,1,0.0,1.0,0.0,Keep,False,False,7,True,70.0,W,E,16.0,35.0,1.0,1225.0,4.248495242049359,False,True,True,True,True,800.0,1.0,0.8333333333333333,4.3,1.75,4.0,1.6666666666666667,7,2,1,4,3,3,3,1,0,5,2,2,1,2,1,6,4,0,True,False,True,True,True,False,True,True,False,True,False,70.0,75.0,75.0,50.0,83.33333333333334,50.0,60.0,80.0,40.0,20.0,
3164,2022-09-12 09:03:00,9/12/2022 9:22,IP Address,100,1187,True,9/12/2022 9:22,R_1pLrJm3e35NergQ,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,375x812,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,A few times a year,B955919,arm2_generalinfo,,B955919,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:22,9/12/2022 9:24,IP Address,100.0,98.0,True,9/12/2022 9:24,R_1je62RmyjhSaHKH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",Hispanic,Some college but no degree,57.0,Female,True,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 9:31,9/12/2022 9:34,IP Address,100.0,143.0,True,9/12/2022 9:34,R_22n8gEzKkj9M3hb,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,"$2,000 ",Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,3.0,4.0,0.0,Keep,False,False,7,True,125.0,H,E,13.0,57.0,1.0,3249.0,4.8283137373023015,False,False,True,True,True,2000.0,1.0,0.5416666666666666,4.2,3.375,3.0,1.0,5,1,4,1,4,2,2,1,0,2,3,1,1,0,2,2,8,0,True,True,False,False,False,True,True,False,False,True,False,50.0,50.0,50.0,50.0,33.33333333333333,75.0,80.0,20.0,20.0,80.0,20.0
3143,2022-09-12 09:05:00,9/12/2022 9:11,IP Address,100,321,True,9/12/2022 9:11,R_21n8ANl35JTEz8p,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,339x753,Some,Frustrated,Most of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Once a week,B668391,arm1_control,,B668391,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:11,9/12/2022 9:12,IP Address,100.0,81.0,True,9/12/2022 9:12,R_Bzvl3sfB5amG2sx,,,,,anonymous,EN,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,53.0,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 9:17,9/12/2022 9:18,IP Address,100.0,101.0,True,9/12/2022 9:18,R_2wSOv5Wx1GRTTyo,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,3.0,2.0,0.0,Keep,False,False,7,True,125.0,W,U,13.0,53.0,1.0,2809.0,4.8283137373023015,False,False,True,True,False,0.0,1.0,0.7083333333333333,5.6,3.625,5.0,1.0,5,3,2,3,2,1,3,1,0,2,3,0,1,1,2,6,4,0,True,False,True,False,True,True,False,False,False,True,False,50.0,25.0,75.0,50.0,33.33333333333333,75.0,40.0,60.0,60.0,40.0,60.0
3145,2022-09-12 09:06:00,9/12/2022 9:13,IP Address,100,390,True,9/12/2022 9:13,R_0Bs4fN95DURhjln,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1360x768,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,A few times a year,B870384,arm2_generalinfo,,B870384,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:13,9/12/2022 9:15,IP Address,100.0,114.0,True,9/12/2022 9:15,R_2OUpgHq0P3o8O9K,,,,,anonymous,EN,Retired,"$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,71.0,Female,True,Scam,,,Real,,Details,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 9:26,9/12/2022 9:28,IP Address,100.0,131.0,True,9/12/2022 9:28,R_2Qneeoun0SVxatc,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,3,4.0,3.0,0.0,Keep,False,False,7,True,10.0,W,R,13.0,71.0,1.0,5041.0,2.302585092994046,True,True,True,True,False,0.0,1.0,0.29166666666666663,3.8,3.25,3.0,1.6666666666666667,6,1,3,2,4,2,2,2,0,5,1,2,0,1,1,3,7,0,False,False,False,True,False,True,True,True,True,True,False,60.0,50.0,50.0,100.0,83.33333333333334,25.0,80.0,40.0,20.0,60.0,40.0
3155,2022-09-12 09:09:00,9/12/2022 9:17,IP Address,100,427,True,9/12/2022 9:17,R_3p9yy0b0aUFynjV,,,,,anonymous,EN,Yes,,,Chrome,99.0.4844.88,Android 12,412x869,Some,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Once a month,B927441,arm1_control,,B927441,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:17,9/12/2022 9:19,IP Address,100.0,131.0,True,9/12/2022 9:19,R_bDwyzjbeZ6ga2pX,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",54.0,Male,True,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 9:26,9/12/2022 9:32,IP Address,100.0,390.0,True,9/12/2022 9:32,R_3COAHwFKHWuujH9,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,2000,Yes,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,4.0,4.0,0.0,Keep,False,False,7,True,50.0,B,E,12.0,54.0,0.0,2916.0,3.912023005428146,False,False,True,True,True,2000.0,1.0,0.5833333333333333,4.7,2.875,4.0,1.3333333333333333,5,1,4,1,4,1,3,1,0,3,2,1,0,1,2,2,8,0,True,False,False,True,False,True,True,False,False,True,False,50.0,25.0,75.0,50.0,50.0,50.0,80.0,20.0,20.0,80.0,20.0
3150,2022-09-12 09:09:00,9/12/2022 9:15,IP Address,100,375,True,9/12/2022 9:15,R_2Tw6xAbmSsUPZ6O,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,414x736,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Once a week,B346942,arm3_tips,,B346942,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:15,9/12/2022 9:17,IP Address,100.0,98.0,True,9/12/2022 9:17,R_2D8pU8pWplvVhUf,,,,,anonymous,EN,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,64.0,Female,True,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 9:21,9/12/2022 9:23,IP Address,100.0,87.0,True,9/12/2022 9:23,R_3PMES3eVLk85c2g,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,3,3.0,2.0,0.0,Keep,False,False,7,True,90.0,W,R,16.0,64.0,1.0,4096.0,4.499809670330265,True,True,True,True,False,0.0,1.0,0.7083333333333333,5.0,3.875,5.0,1.0,5,2,3,2,3,1,3,1,0,3,2,0,1,2,1,4,6,0,False,False,True,True,True,True,False,False,False,True,False,50.0,25.0,75.0,50.0,50.0,50.0,60.0,40.0,40.0,60.0,
3153,2022-09-12 09:10:00,9/12/2022 9:16,IP Address,100,376,True,9/12/2022 9:16,R_323WGcaXFCeQF1l,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,375x667,Very little,Basically content,Only some of the time,Government should do more to solve problems.,Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,A few times a year,B886261,arm4_interactive,,B886261,1,0,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 9:20,9/12/2022 9:21,IP Address,100.0,49.0,True,9/12/2022 9:21,R_31TQfZiJVOBEioZ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",Other,Bachelor degree,50.0,Female,True,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,Details,Real,,,Scam,,,True,True,9/12/2022 9:23,9/12/2022 9:25,IP Address,100.0,83.0,True,9/12/2022 9:25,R_2X1nVwxJqWnOpIf,,,,,anonymous,EN,Other,Not Sure,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"No, the responses shouldn't be used.",True,1,True,3,1.0,1.0,0.0,Keep,False,False,7,True,10.0,O,E,16.0,50.0,1.0,2500.0,2.302585092994046,False,False,False,True,False,0.0,1.0,0.6666666666666666,3.1,2.5,3.0,1.0,6,1,3,2,4,1,3,2,0,5,1,1,0,2,1,3,7,0,False,False,True,True,False,True,True,False,True,True,False,60.0,25.0,75.0,100.0,83.33333333333334,25.0,80.0,40.0,20.0,60.0,
3146,2022-09-12 09:10:00,9/12/2022 9:14,IP Address,100,216,True,9/12/2022 9:14,R_OQk3Amw5NVSMbEB,,,,,anonymous,EN,Yes,,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Disagree,Disagree,Slightly Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,B171225,arm4_interactive,,B171225,3,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,Click,,Scam,,,Scam,,Details,True,True,9/12/2022 9:18,9/12/2022 9:19,IP Address,100.0,45.0,True,9/12/2022 9:19,R_vcxgOLgF4kYXLIR,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,58.0,Female,True,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,9/12/2022 9:21,9/12/2022 9:23,IP Address,100.0,84.0,True,9/12/2022 9:23,R_231RJ8p1zpjsXcB,,,,,anonymous,EN,Other,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,0.0,1.0,0.0,Keep,False,False,7,True,50.0,W,E,18.0,58.0,1.0,3364.0,3.912023005428146,False,False,False,True,False,0.0,1.0,0.625,6.1,2.125,5.0,1.0,6,2,2,3,3,3,2,1,0,4,2,1,2,2,0,5,5,0,False,True,True,True,True,False,False,True,False,True,False,60.0,75.0,50.0,50.0,66.66666666666666,50.0,60.0,60.0,40.0,40.0,
3148,2022-09-12 09:10:00,9/12/2022 9:14,IP Address,100,258,True,9/12/2022 9:14,R_1dcT84meIdO0TbF,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 11,412x823,Very little,Frustrated,Never,Government should do more to solve problems.,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Once a month,B674198,arm4_interactive,,B674198,3,0,Real,,Details,Real,Click,,Real,,,Real,,,Scam,,,Scam,,,Scam,,Details,Real,,,True,True,9/12/2022 9:17,9/12/2022 9:17,IP Address,100.0,37.0,True,9/12/2022 9:17,R_1k21UxPCTwwDfmn,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",40.0,Female,True,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Real,,,True,True,9/12/2022 9:19,9/12/2022 9:20,IP Address,100.0,90.0,True,9/12/2022 9:20,R_22FCxlObj5xsQMN,,,,,anonymous,EN,Other,No,,Yes,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,0.0,2.0,0.0,Keep,False,False,7,True,10.0,W,U,12.0,40.0,1.0,1600.0,2.302585092994046,False,False,False,True,False,0.0,1.0,0.4583333333333333,2.7,1.5,4.0,1.3333333333333333,7,2,1,4,3,3,3,1,0,4,3,1,2,2,1,6,4,0,False,True,True,True,True,True,False,True,True,False,False,70.0,75.0,75.0,50.0,66.66666666666666,75.0,60.0,80.0,40.0,20.0,
3156,2022-09-12 09:11:00,9/12/2022 9:17,IP Address,100,363,True,9/12/2022 9:17,R_3q9yAT8BgEybqY8,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,375x667,Quite a lot,Basically content,Just about always,Government should do more to solve problems.,Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Agree,Strongly Agree,Agree,Slightly Disagree,Agree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Strongly Agree,A few times a year,B506912,arm2_generalinfo,,B506912,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:17,9/12/2022 9:18,IP Address,100.0,85.0,True,9/12/2022 9:18,R_2mbnWXNFLZ1V8Ln,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",76.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 9:24,9/12/2022 9:25,IP Address,100.0,76.0,True,9/12/2022 9:25,R_vTbAs2k1KN5aENz,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,Yes,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,3,3.0,1.0,0.0,Keep,False,False,7,True,30.0,W,R,12.0,76.0,1.0,5776.0,3.4011973816621555,False,False,True,True,False,0.0,1.0,1.0,5.6,2.375,3.0,1.6666666666666667,5,2,3,2,3,1,3,1,0,4,1,1,0,2,1,4,6,0,True,False,True,True,False,False,True,False,False,True,False,50.0,25.0,75.0,50.0,66.66666666666666,25.0,60.0,40.0,40.0,60.0,40.0
3149,2022-09-12 09:11:00,9/12/2022 9:14,IP Address,100,212,True,9/12/2022 9:14,R_1n0jlP0OAKSomN0,,,,,anonymous,EN,Yes,,,Chrome iPhone,105.0.5195.100,iPhone,320x568,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,B92555,arm3_tips,,B92555,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 9:14,9/12/2022 9:16,IP Address,100.0,74.0,True,9/12/2022 9:16,R_qPf5z5EE0DLkALv,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",African American or African (Non-Hispanic),Some college but no degree,36.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,9/12/2022 9:17,9/12/2022 9:19,IP Address,100.0,107.0,True,9/12/2022 9:19,R_3C6s6zLw14a4Jax,,,,,anonymous,EN,Other,Yes,"$2,200 ",Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,2.0,3.0,0.0,Keep,False,False,6,True,10.0,B,U,13.0,36.0,1.0,1296.0,2.302585092994046,False,False,False,True,True,2200.0,1.0,0.9166666666666666,4.6,2.625,3.0,1.0,5,5,0,5,0,2,2,1,0,3,2,1,1,1,1,10,0,0,True,False,True,False,True,False,False,True,True,False,False,50.0,50.0,50.0,50.0,50.0,50.0,0.0,100.0,100.0,0.0,
3160,2022-09-12 09:12:00,9/12/2022 9:20,IP Address,100,457,True,9/12/2022 9:20,R_2Cv7UgKhQ5gOKtF,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,384x811,Quite a lot,Basically content,Just about always,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A few times a year,B608732,arm4_interactive,,B608732,3,0,Real,,Details,Both,Click,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,Details,True,True,9/12/2022 9:29,9/12/2022 9:30,IP Address,100.0,69.0,True,9/12/2022 9:30,R_3dSdayulPYa1mHt,,,,,anonymous,EN,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",68.0,Male,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,9/12/2022 9:40,9/12/2022 9:43,IP Address,100.0,209.0,True,9/12/2022 9:43,R_26mdwD3VLA4rRaq,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,56,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,2.0,4.0,0.0,Keep,False,False,7,True,50.0,W,R,12.0,68.0,0.0,4624.0,3.912023005428146,True,True,True,True,True,56.0,1.0,1.0,7.0,4.875,3.0,1.0,6,3,1,4,2,3,2,1,0,4,2,2,1,1,1,7,3,0,True,False,True,False,True,False,True,True,False,True,False,60.0,75.0,50.0,50.0,66.66666666666666,50.0,40.0,80.0,60.0,20.0,
