,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
89,2022-07-26 10:56:00,7/26/2022 10:59,IP Address,100,170,True,7/26/2022 10:59,R_1mE5Q0sqPCqBRnI,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,2560x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm1_control,62ceceef861666828c3cb8a6,62ceceef861666828c3cb8a6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:59,7/26/2022 11:00,IP Address,100.0,60.0,True,7/26/2022 11:00,R_3Jgw3kNd0YGkgsz,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,42.0,Male,True,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,,,,True,False,7/26/2022 11:02,7/26/2022 11:03,IP Address,100.0,39.0,True,7/26/2022 11:03,R_3iPAm378lzg0jCS,,,,,anonymous,EN,,,,,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,False,False,1,3.0,0.0,0.0,Test Results are Incomplete,False,,24,False
90,2022-07-26 10:56:00,7/26/2022 11:00,IP Address,100,228,True,7/26/2022 11:00,R_1qggvJUZ3kFS09Q,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Once a week,,arm1_control,5ed59cc9cd38db128b0aaed4,5ed59cc9cd38db128b0aaed4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 11:00,7/26/2022 11:01,IP Address,100.0,47.0,True,7/26/2022 11:01,R_1dnWjYh2zdxL8c8,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,32.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 11:06,7/26/2022 11:07,IP Address,100.0,61.0,True,7/26/2022 11:07,R_3m2Z1VxHah1i5ts,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,2,3.0,2.0,0.0,Keep,False,False,24,False
91,2022-07-26 10:56:00,7/26/2022 11:00,IP Address,100,251,True,7/26/2022 11:00,R_1KjMFB7ibrnUiTm,,,,,anonymous,EN,,Yes,,Firefox,101,Macintosh,1440x900,Quite a lot,Basically content,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,A few times a year,,arm4_interactive,5dd35c6b57069f361d2c2cb7,5dd35c6b57069f361d2c2cb7,4,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 11:04,7/26/2022 11:05,IP Address,100.0,51.0,True,7/26/2022 11:05,R_1mxDkc2D2wQbXhw,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,41.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,Details,,,,True,False,7/26/2022 11:08,7/26/2022 11:10,IP Address,100.0,94.0,True,7/26/2022 11:10,R_XSq0OY30oigpwxb,,,,,anonymous,EN,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,False,False,3,3.0,4.0,0.0,Test Results are Incomplete,False,,24,False
94,2022-07-26 10:57:00,7/26/2022 11:01,IP Address,100,268,True,7/26/2022 11:01,R_3MA0nnRREp5VPjU,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1920x1080,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,A few times a year,,arm1_control,60f989f2b726f86c3d24e13e,60f989f2b726f86c3d24e13e,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 11:01,7/26/2022 11:02,IP Address,100.0,51.0,True,7/26/2022 11:02,R_svCPbFlF6YAYrOp,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,37.0,Male,True,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,,,,True,False,7/26/2022 11:07,7/26/2022 11:08,IP Address,100.0,77.0,True,7/26/2022 11:08,R_1rwWVWWNrJckoy9,,,,,anonymous,EN,Someone claiming to be from the Social Security Administration (but wasn't),No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,3.0,3.0,0.0,Test Results are Incomplete,False,,24,False
92,2022-07-26 10:57:00,7/26/2022 11:00,IP Address,100,172,True,7/26/2022 11:00,R_1jK9I19ZrZxhtsW,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1280x1024,Quite a lot,Basically content,Just about always,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm4_interactive,5e34bbfdd87fbf4a5001b133,5e34bbfdd87fbf4a5001b133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,False,False,1,,,,No Second Survey,False,,24,False
99,2022-07-26 10:59:00,7/26/2022 11:04,IP Address,100,260,True,7/26/2022 11:04,R_UnGtBmLuUmi7PLH,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,1920x1080,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Once a week,,arm4_interactive,614e1a28a1851394f80ede61,614e1a28a1851394f80ede61,4,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,Click,,Real,,Details,Scam,,Details,True,True,7/26/2022 11:10,7/26/2022 11:11,IP Address,100.0,35.0,True,7/26/2022 11:11,R_2Eoyn7dgzFXPvJ0,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,32.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 11:17,7/26/2022 11:19,IP Address,100.0,141.0,True,7/26/2022 11:19,R_pn5hrrJOsl1ADLP,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,1.0,4.0,0.0,Keep,False,False,24,False
97,2022-07-26 10:59:00,7/26/2022 11:03,IP Address,100,263,True,7/26/2022 11:03,R_u9pY6Ahe81WdQLT,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Once a week,,arm4_interactive,62965cb28d1116fba6fc5473,62965cb28d1116fba6fc5473,4,1,Real,Click,,Real,,,Scam,,,Real,,,Real,Click,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 11:08,7/26/2022 11:08,IP Address,100.0,44.0,True,7/26/2022 11:08,R_33jReYFbjNbbUtE,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",Asian American or Asian,Bachelor degree,37.0,Male,True,Scam,,Details,Real,Click,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 11:12,7/26/2022 11:13,IP Address,100.0,64.0,True,7/26/2022 11:13,R_20Uyq8tjmyfpYUS,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,2.0,2.0,0.0,Keep,False,False,24,False
102,2022-07-26 10:59:00,7/26/2022 11:06,IP Address,100,417,True,7/26/2022 11:06,R_1CIrhUrAgOYoPgq,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1600x1200,None at all,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Disagree,Agree,Slightly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm1_control,6296c4c8248bf76cc1139296,6296c4c8248bf76cc1139296,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 11:06,7/26/2022 11:07,IP Address,100.0,65.0,True,7/26/2022 11:07,R_C8srvUuYsMZSh8J,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999","Hispanic,Native American, Native Hawaiian or Pacific Islander",Some college but no degree,46.0,Male,True,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,Details,Real,,,True,True,7/26/2022 11:18,7/26/2022 11:19,IP Address,100.0,86.0,True,7/26/2022 11:19,R_RCVZ6qzGWdeth5L,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,4.0,3.0,0.0,Keep,False,False,24,False
93,2022-07-26 10:59:00,7/26/2022 11:01,IP Address,100,107,True,7/26/2022 11:01,R_10xgtXMGP5E1dNd,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Disagree,Disagree,Disagree,A few times a week / Daily,,arm4_interactive,5b121d05c85dc40001621bc6,5b121d05c85dc40001621bc6,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,,True,True,7/26/2022 11:03,7/26/2022 11:04,IP Address,100.0,26.0,True,7/26/2022 11:04,R_3JwM4cbhXQNwySy,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,26.0,Male,True,Scam,,,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 11:06,7/26/2022 11:07,IP Address,100.0,57.0,True,7/26/2022 11:07,R_2YQbZWxOBwtYNQH,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,0.0,2.0,0.0,Too Fast,False,,24,False
96,2022-07-26 11:00:00,7/26/2022 11:03,IP Address,100,214,True,7/26/2022 11:03,R_22Sls33RkF4w4iL,,,,,anonymous,EN,,Yes,,Chrome,102.0.5005.62,Windows NT 10.0,1920x1080,Some,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,A few times a week / Daily,,arm1_control,62cc90756b4544c0efde8d8b,62cc90756b4544c0efde8d8b,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 11:03,7/26/2022 11:04,IP Address,100.0,49.0,True,7/26/2022 11:04,R_2dEizC7dSEVwiZO,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,24.0,Male,True,Real,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 11:09,7/26/2022 11:10,IP Address,100.0,55.0,True,7/26/2022 11:10,R_2U9JS2nj570Tv23,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,3.0,2.0,0.0,Keep,False,False,24,False
95,2022-07-26 11:00:00,7/26/2022 11:01,IP Address,100,91,True,7/26/2022 11:01,R_1gSV1Xw3mqVbgcr,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Never,Government should do more to solve problems.,Strongly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Once a month,,arm1_control,5c8f2c0347373f00194e40d3,5c8f2c0347373f00194e40d3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 11:01,7/26/2022 11:02,IP Address,100.0,23.0,True,7/26/2022 11:02,R_3peUU9B8LTRa4KU,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",Asian American or Asian,Some college but no degree,24.0,Male,True,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/26/2022 11:03,7/26/2022 11:04,IP Address,100.0,32.0,True,7/26/2022 11:04,R_1LXAOokHg3GSJIq,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,0.0,0.0,0.0,Too Fast,False,,24,False
100,2022-07-26 11:01:00,7/26/2022 11:04,IP Address,100,171,True,7/26/2022 11:04,R_2b3tRLOnP9I2jKR,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1920x1080,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Disagree,A few times a week / Daily,,arm1_control,60da65c630ff4389c297b03c,60da65c630ff4389c297b03c,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 11:04,7/26/2022 11:05,IP Address,100.0,54.0,True,7/26/2022 11:05,R_1itlNoUlYoaYFmZ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,32.0,Male,True,Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,False,False,1,3.0,,,Test Results are Incomplete,False,,24,False
101,2022-07-26 11:02:00,7/26/2022 11:05,IP Address,100,210,True,7/26/2022 11:05,R_DufJpqSqB1q9mUx,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1200,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm4_interactive,54d2c4e2fdf99b2c319a8cf6,54d2c4e2fdf99b2c319a8cf6,4,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 11:11,7/26/2022 11:12,IP Address,100.0,34.0,True,7/26/2022 11:12,R_3RfN5dSMxv6bbcq,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,44.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,True,True,7/26/2022 11:17,7/26/2022 11:19,IP Address,100.0,75.0,True,7/26/2022 11:19,R_VO3bhDPed28ud33,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,1.0,3.0,0.0,Keep,False,False,24,False
103,2022-07-26 11:07:00,7/26/2022 11:32,IP Address,100,1492,True,7/26/2022 11:32,R_VItAfNlqfWEl78t,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,A few times a week / Daily,,arm4_interactive,5e1bfb604231d840ef7103d8,5e1bfb604231d840ef7103d8,3,0,Real,Click,,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/26/2022 11:36,7/26/2022 11:38,IP Address,100.0,121.0,True,7/26/2022 11:38,R_2ZKa7UO0hy2VWFu,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,35.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 11:42,7/26/2022 11:44,IP Address,100.0,99.0,True,7/26/2022 11:44,R_oXKTXLadEfYJNMB,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,4.0,4.0,0.0,Keep,False,False,24,False
104,2022-07-26 11:30:00,7/26/2022 11:32,IP Address,100,146,True,7/26/2022 11:32,R_2Y54MlCckxsVskA,,,,,anonymous,EN,,Yes,,Safari iPhone,15.4,iPhone,414x896,Quite a lot,Basically content,Just about always,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Once a week,,arm1_control,60fce68245a71b6cf578c52d,60fce68245a71b6cf578c52d,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 11:32,7/26/2022 11:33,IP Address,100.0,31.0,True,7/26/2022 11:33,R_XS9DzSWPYrSg6ml,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",Hispanic,Bachelor degree,29.0,Female,True,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/26/2022 11:34,7/26/2022 11:34,IP Address,100.0,52.0,True,7/26/2022 11:35,R_eVFo8ioNTOvQv73,,,,,anonymous,EN,Someone selling fraudulent goods or services,Not Sure,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,1.0,1.0,0.0,Keep,False,False,24,False
